wl_1,ref_1_ND64,wl_2,ref_2_ND64,wl_3,ref_3_ND64,Cu2O_1_77K_ND4,Cu2O_2_77K_ND1,Cu2O_3_77K_ND4,Cu2O_1_150K_ND4,Cu2O_1_296K_ND4,BG_23_ND64,BG_1_ND4
600.94,0.745365,,,,,0.623314,,,0.401911,0.086749,,
600.96,0.746023,,,,,0.62134,,,0.392042,0.08642,,
600.98,0.747668,,,,,0.625288,,,0.399608,0.092671,,
601,0.753919,,,,,0.623643,,,0.394674,0.092671,,
601.02,0.748326,,,,,0.628249,,,0.404214,0.090368,,
601.04,0.749313,,,,,0.619695,,,0.402898,0.072603,,
601.06,0.747997,,,,,0.63088,,,0.402569,0.093,,
601.08,0.755563,,,,,0.628578,,,0.403885,0.085433,,
601.1,0.748655,,,,,0.624959,,,0.39566,0.092671,,
601.12,0.746352,,,,,0.635157,,,0.400924,0.084117,,
601.14,0.752932,,,,,0.610155,,,0.387436,0.084775,,
601.16,0.744049,,,,,0.631538,,,0.397634,0.091684,,
601.18,0.751616,,,,,0.634499,,,0.406517,0.093,,
601.2,0.749313,,,,,0.636473,,,0.404872,0.087736,,
601.22,0.7503,,,,,0.633512,,,0.398292,0.094974,,
601.24,0.7503,,,,,0.631538,,,0.403227,0.091684,,
601.26,0.765762,,,,,0.636144,,,0.397634,0.091684,,
601.28,0.744707,,,,,0.612129,,,0.397305,0.090697,,
601.3,0.749971,,,,,0.632525,,,0.402898,0.091684,,
601.32,0.755234,,,,,0.630222,,,0.400924,0.090368,,
601.34,0.752603,,,,,0.638776,,,0.403885,0.093987,,
601.36,0.751287,,,,,0.626933,,,0.407175,0.088065,,
601.38,0.760827,,,,,0.638118,,,0.397634,0.08971,,
601.4,0.744049,,,,,0.638447,,,0.404872,0.088723,,
601.42,0.738128,,,,,0.638776,,,0.409807,0.092013,,
601.44,0.755892,,,,,0.636144,,,0.401911,0.096619,,
601.46,0.758853,,,,,0.640421,,,0.406188,0.091684,,
601.48,0.755892,,,,,0.638118,,,0.416715,0.093,,
601.5,0.755563,,,,,0.637131,,,0.407833,0.095961,,
601.52,0.723324,,,,,0.639763,,,0.409807,0.088723,,
601.54,0.755234,,,,,0.64075,,,0.409149,0.091355,,
601.56,0.760827,,,,,0.645684,,,0.408162,0.092342,,
601.58,0.751287,,,,,0.642066,,,0.413754,0.093329,,
601.6,0.750958,,,,,0.631867,,,0.409149,0.094316,,
601.62,0.748984,,,,,0.643053,,,0.404872,0.095303,,
601.64,0.749971,,,,,0.637789,,,0.408491,0.093658,,
601.66,0.748326,,,,,0.640421,,,0.407175,0.074577,,
601.68,0.759182,,,,,0.642724,,,0.41178,0.094316,,
601.7,0.744378,,,,,0.646342,,,0.411451,0.091684,,
601.72,0.740759,,,,,0.641737,,,0.413096,0.090368,,
601.74,0.75655,,,,,0.647329,,,0.410136,0.091355,,
601.76,0.74701,,,,,0.649632,,,0.417373,0.075564,,
601.78,0.753919,,,,,0.651935,,,0.410465,0.094316,,
601.8,0.752274,,,,,0.653909,,,0.404543,0.086091,,
601.82,0.75359,,,,,0.640092,,,0.404872,0.091026,,
601.84,0.749971,,,,,0.642724,,,0.417373,0.095303,,
601.86,0.743391,,,,,0.648974,,,0.411451,0.089381,,
601.88,0.746352,,,,,0.654896,,,0.413425,0.093987,,
601.9,0.75655,,,,,0.649632,,,0.421321,0.09629,,
601.92,0.75359,,,,,0.650619,,,0.414741,0.095303,,
601.94,0.7503,,,,,0.645356,,,0.407833,0.093658,,
601.96,0.751616,,,,,0.64075,,,0.412767,0.096948,,
601.98,0.748655,,,,,0.653251,,,0.417373,0.093987,,
602,0.745694,,,,,0.650948,,,0.419018,0.095303,,
602.02,0.750629,,,,,0.650948,,,0.415399,0.087736,,
602.04,0.752932,,,,,0.652593,,,0.41507,0.095632,,
602.06,0.755892,,,,,0.647329,,,0.412767,0.101882,,
602.08,0.757866,,,,,0.655883,,,0.406517,0.089052,,
602.1,0.738457,,,,,0.650948,,,0.413425,0.094974,,
602.12,0.744378,,,,,0.651277,,,0.416057,0.093658,,
602.14,0.760498,,,,,0.660489,,,0.419018,0.093329,,
602.16,0.745694,,,,,0.657857,,,0.414741,0.099579,,
602.18,0.744378,,,,,0.662791,,,0.424611,0.094316,,
602.2,0.737141,,,,,0.661146,,,0.422637,0.093,,
602.22,0.737141,,,,,0.668055,,,0.418031,0.095303,,
602.24,0.74701,,,,,0.658515,,,0.424611,0.094645,,
602.26,0.751945,,,,,0.665094,,,0.423624,0.093329,,
602.28,0.757208,,,,,0.641079,,,0.422966,0.090039,,
602.3,0.745365,,,,,0.661475,,,0.422637,0.102211,,
602.32,0.754248,,,,,0.661146,,,0.419676,0.097277,,
602.34,0.741417,,,,,0.657199,,,0.418689,0.099908,,
602.36,0.754577,,,,,0.659173,,,0.42165,0.092013,,
602.38,0.752603,,,,,0.662462,,,0.402569,0.099908,,
602.4,0.746352,,,,,0.657199,,,0.42165,0.067997,,
602.42,0.733522,,,,,0.659173,,,0.413096,0.091355,,
602.44,0.751287,,,,,0.659173,,,0.423295,0.098263,,
602.46,0.728258,,,,,0.652264,,,0.421979,0.091355,,
602.48,0.754248,,,,,0.669371,,,0.424282,0.090368,,
602.5,0.74701,,,,,0.669042,,,0.407504,0.087407,,
602.52,0.751287,,,,,0.673977,,,0.423295,0.09925,,
602.54,0.746681,,,,,0.662133,,,0.422966,0.094974,,
602.56,0.751616,,,,,0.670358,,,0.421321,0.094645,,
602.58,0.757208,,,,,0.672003,,,0.432506,0.096619,,
602.6,0.755892,,,,,0.668713,,,0.422308,0.09629,,
602.62,0.758524,,,,,0.676609,,,0.423624,0.096619,,
602.64,0.738786,,,,,0.670687,,,0.427242,0.098263,,
602.66,0.757537,,,,,0.67299,,,0.428558,0.091684,,
602.68,0.752274,,,,,0.678582,,,0.42494,0.092671,,
602.7,0.750629,,,,,0.6697,,,0.422308,0.097605,,
602.72,0.754577,,,,,0.677595,,,0.427571,0.095961,,
602.74,0.747668,,,,,0.668055,,,0.432835,0.090697,,
602.76,0.73089,,,,,0.664765,,,0.436125,0.095632,,
602.78,0.746681,,,,,0.667068,,,0.435138,0.095303,,
602.8,0.760827,,,,,0.680227,,,0.434151,0.094645,,
602.82,0.754577,,,,,0.677595,,,0.429874,0.096948,,
602.84,0.7503,,,,,0.687794,,,0.43119,0.09925,,
602.86,0.743062,,,,,0.678911,,,0.41836,0.085433,,
602.88,0.751287,,,,,0.676937,,,0.433493,0.094645,,
602.9,0.748326,,,,,0.677266,,,0.437112,0.095303,,
602.92,0.740101,,,,,0.683846,,,0.433822,0.100566,,
602.94,0.756879,,,,,0.674306,,,0.432506,0.090697,,
602.96,0.755563,,,,,0.689439,,,0.434151,0.087407,,
602.98,0.742733,,,,,0.688452,,,0.434151,0.094645,,
603,0.748326,,,,,0.687794,,,0.433493,0.095961,,
603.02,0.732206,,,,,0.659831,,,0.429216,0.100895,,
603.04,0.740101,,,,,0.68253,,,0.440731,0.103856,,
603.06,0.754248,,,,,0.68911,,,0.435138,0.099908,,
603.08,0.754577,,,,,0.6924,,,0.435467,0.100237,,
603.1,0.752932,,,,,0.68911,,,0.414741,0.094316,,
603.12,0.750629,,,,,0.691084,,,0.415728,0.100566,,
603.14,0.752603,,,,,0.690426,,,0.435467,0.099579,,
603.16,0.762143,,,,,0.687465,,,0.436125,0.098592,,
603.18,0.754248,,,,,0.695689,,,0.441389,0.081486,,
603.2,0.751616,,,,,0.687794,,,0.438428,0.103527,,
603.22,0.75655,,,,,0.688123,,,0.440402,0.084775,,
603.24,0.747997,,,,,0.694373,,,0.442704,0.09925,,
603.26,0.755234,,,,,0.689439,,,0.444349,0.097605,,
603.28,0.754577,,,,,0.693715,,,0.443033,0.098921,,
603.3,0.744707,,,,,0.692728,,,0.436454,0.099579,,
603.32,0.759511,,,,,0.696676,,,0.436783,0.095632,,
603.34,0.75655,,,,,0.711809,,,0.440731,0.100237,,
603.36,0.753919,,,,,0.698979,,,0.436454,0.09629,,
603.38,0.747339,,,,,0.705559,,,0.442704,0.105172,,
603.4,0.755234,,,,,0.70194,,,0.423953,0.099579,,
603.42,0.757866,,,,,0.697663,,,0.44402,0.102869,,
603.44,0.75359,,,,,0.692728,,,0.442375,0.100237,,
603.46,0.739115,,,,,0.703256,,,0.451916,0.091684,,
603.48,0.755234,,,,,0.703256,,,0.449284,0.107146,,
603.5,0.754577,,,,,0.700953,,,0.444349,0.099579,,
603.52,0.754577,,,,,0.700624,,,0.438757,0.106817,,
603.54,0.744049,,,,,0.706875,,,0.446652,0.103198,,
603.56,0.754248,,,,,0.703585,,,0.443033,0.096948,,
603.58,0.761156,,,,,0.709835,,,0.455206,0.101553,,
603.6,0.747339,,,,,0.70819,,,0.448297,0.097277,,
603.62,0.748326,,,,,0.70523,,,0.448626,0.097934,,
603.64,0.745694,,,,,0.709835,,,0.442704,0.10254,,
603.66,0.741417,,,,,0.710164,,,0.43448,0.101882,,
603.68,0.751945,,,,,0.700295,,,0.444349,0.097605,,
603.7,0.756879,,,,,0.712467,,,0.435467,0.09925,,
603.72,0.760498,,,,,0.708848,,,0.430203,0.103856,,
603.74,0.749313,,,,,0.714441,,,0.456522,0.110436,,
603.76,0.757208,,,,,0.713783,,,0.437441,0.096619,,
603.78,0.748655,,,,,0.711809,,,0.451916,0.102211,,
603.8,0.750629,,,,,0.71148,,,0.446981,0.100237,,
603.82,0.75655,,,,,0.709835,,,0.459153,0.105501,,
603.84,0.744378,,,,,0.716744,,,0.443362,0.080499,,
603.86,0.760827,,,,,0.714441,,,0.455864,0.102869,,
603.88,0.752932,,,,,0.725626,,,0.455535,0.107804,,
603.9,0.753919,,,,,0.717731,,,0.454877,0.104514,,
603.92,0.750629,,,,,0.715428,,,0.448955,0.106159,,
603.94,0.760169,,,,,0.722008,,,0.453232,0.105172,,
603.96,0.755234,,,,,0.714112,,,0.448626,0.101553,,
603.98,0.753261,,,,,0.718389,,,0.457509,0.099908,,
604,0.751945,,,,,0.71806,,,0.458495,0.10254,,
604.02,0.74043,,,,,0.720034,,,0.461456,0.101553,,
604.04,0.750629,,,,,0.721021,,,0.455535,0.106817,,
604.06,0.753919,,,,,0.719376,,,0.463759,0.098263,,
604.08,0.747668,,,,,0.728587,,,0.461456,0.103856,,
604.1,0.748984,,,,,0.728587,,,0.456193,0.103527,,
604.12,0.748984,,,,,0.732206,,,0.452903,0.105501,,
604.14,0.758524,,,,,0.725626,,,0.46343,0.102869,,
604.16,0.753261,,,,,0.722337,,,0.465075,0.095632,,
604.18,0.741746,,,,,0.716744,,,0.458166,0.104843,,
604.2,0.749313,,,,,0.728916,,,0.465733,0.103856,,
604.22,0.753919,,,,,0.731219,,,0.468365,0.103856,,
604.24,0.752274,,,,,0.7276,,,0.465404,0.103198,,
604.26,0.769052,,,,,0.736154,,,0.466391,0.09925,,
604.28,0.747339,,,,,0.73747,,,0.463101,0.108462,,
604.3,0.757866,,,,,0.736812,,,0.458824,0.101553,,
604.32,0.759511,,,,,0.735167,,,0.460798,0.106488,,
604.34,0.754248,,,,,0.732206,,,0.463759,0.101882,,
604.36,0.761156,,,,,0.737141,,,0.472313,0.107804,,
604.38,0.747668,,,,,0.731219,,,0.46343,0.104185,,
604.4,0.749971,,,,,0.720034,,,0.454548,0.100237,,
604.42,0.756879,,,,,0.733193,,,0.465733,0.091684,,
604.44,0.751945,,,,,0.726613,,,0.468694,0.110765,,
604.46,0.752603,,,,,0.731219,,,0.470997,0.093329,,
604.48,0.729574,,,,,0.751945,,,0.465404,0.107146,,
604.5,0.755563,,,,,0.746023,,,0.461785,0.106159,,
604.52,0.762472,,,,,0.74701,,,0.472313,0.106488,,
604.54,0.747668,,,,,0.727929,,,0.469681,0.111094,,
604.56,0.753261,,,,,0.745694,,,0.478563,0.106488,,
604.58,0.759182,,,,,0.741088,,,0.465733,0.106159,,
604.6,0.752274,,,,,0.750958,,,0.461127,0.108791,,
604.62,0.75655,,,,,0.747997,,,0.467378,0.111423,,
604.64,0.73418,,,,,0.748655,,,0.472971,0.111423,,
604.66,0.758195,,,,,0.748984,,,0.473299,0.094316,,
604.68,0.751616,,,,,0.757537,,,0.469681,0.110107,,
604.7,0.757866,,,,,0.755563,,,0.475273,0.108133,,
604.72,0.75359,,,,,0.74701,,,0.471655,0.103856,,
604.74,0.754906,,,,,0.755563,,,0.459811,0.113396,,
604.76,0.752932,,,,,0.753919,,,0.47001,0.109778,,
604.78,0.751945,,,,,0.755234,,,0.471655,0.106817,,
604.8,0.757866,,,,,0.746681,,,0.475602,0.109778,,
604.82,0.757537,,,,,0.760827,,,0.483498,0.105172,,
604.84,0.761485,,,,,0.760498,,,0.470997,0.107475,,
604.86,0.76313,,,,,0.75359,,,0.477576,0.112739,,
604.88,0.746681,,,,,0.755892,,,0.47955,0.110436,,
604.9,0.757866,,,,,0.748984,,,0.47626,0.109449,,
604.92,0.744049,,,,,0.757537,,,0.472642,0.111094,,
604.94,0.749642,,,,,0.767736,,,0.470997,0.111423,,
604.96,0.751945,,,,,0.755563,,,0.473957,0.109778,,
604.98,0.756221,,,,,0.755892,,,0.483169,0.100895,,
605,0.754906,,,,,0.777276,,,0.481524,0.110436,,
605.02,0.766749,,,,,0.772999,,,0.472313,0.112081,,
605.04,0.760498,,,,,0.773328,,,0.472971,0.110436,,
605.06,0.757537,,,,,0.767407,,,0.480537,0.114383,,
605.08,0.742733,,,,,0.769381,,,0.483498,0.110107,,
605.1,0.758853,,,,,0.770368,,,0.465075,0.112081,,
605.12,0.754906,,,,,0.778263,,,0.477247,0.108133,,
605.14,0.760827,,,,,0.767736,,,0.482182,0.108133,,
605.16,0.759182,,,,,0.769381,,,0.485472,0.101882,,
605.18,0.749971,,,,,0.779908,,,0.483498,0.114383,,
605.2,0.759182,,,,,0.785501,,,0.486788,0.114712,,
605.22,0.759511,,,,,0.773986,,,0.487117,0.116028,,
605.24,0.745036,,,,,0.768394,,,0.488104,0.11866,,
605.26,0.746023,,,,,0.789777,,,0.494683,0.120634,,
605.28,0.760827,,,,,0.781553,,,0.491393,0.114383,,
605.3,0.757208,,,,,0.772999,,,0.485143,0.118002,,
605.32,0.750958,,,,,0.784185,,,0.485801,0.119647,,
605.34,0.75359,,,,,0.770368,,,0.490077,0.111752,,
605.36,0.754906,,,,,0.789119,,,0.491722,0.110765,,
605.38,0.753919,,,,,0.783856,,,0.483827,0.117015,,
605.4,0.758853,,,,,0.778263,,,0.494683,0.116357,,
605.42,0.753919,,,,,0.79208,,,0.486459,0.113396,,
605.44,0.741746,,,,,0.794712,,,0.500605,0.117015,,
605.46,0.747668,,,,,0.786487,,,0.498631,0.122608,,
605.48,0.761814,,,,,0.786487,,,0.487117,0.116028,,
605.5,0.761814,,,,,0.790435,,,0.488762,0.117673,,
605.52,0.73747,,,,,0.80195,,,0.49567,0.118002,,
605.54,0.753261,,,,,0.80195,,,0.49896,0.113067,,
605.56,0.754248,,,,,0.794712,,,0.496986,0.116686,,
605.58,0.754577,,,,,0.796028,,,0.497644,0.115699,,
605.6,0.755563,,,,,0.786159,,,0.485143,0.114054,,
605.62,0.757537,,,,,0.77925,,,0.491722,0.112739,,
605.64,0.753261,,,,,0.798989,,,0.50225,0.110765,,
605.66,0.755563,,,,,0.80195,,,0.494025,0.11537,,
605.68,0.760169,,,,,0.807542,,,0.495012,0.099579,,
605.7,0.75359,,,,,0.805897,,,0.490735,0.119647,,
605.72,0.757537,,,,,0.800634,,,0.495999,0.113067,,
605.74,0.74701,,,,,0.802936,,,0.500934,0.118331,,
605.76,0.756221,,,,,0.809516,,,0.498631,0.121292,,
605.78,0.755563,,,,,0.809516,,,0.498631,0.118002,,
605.8,0.749642,,,,,0.803265,,,0.503566,0.118989,,
605.82,0.763459,,,,,0.801292,,,0.497973,0.118989,,
605.84,0.767078,,,,,0.817083,,,0.50225,0.120963,,
605.86,0.751616,,,,,0.808529,,,0.505868,0.122279,,
605.88,0.74372,,,,,0.812148,,,0.504881,0.101553,,
605.9,0.754906,,,,,0.821359,,,0.510474,0.117673,,
605.92,0.756879,,,,,0.82103,,,0.50225,0.122937,,
605.94,0.765762,,,,,0.803923,,,0.509487,0.120634,,
605.96,0.7503,,,,,0.814122,,,0.506855,0.123266,,
605.98,0.751287,,,,,0.823991,,,0.510474,0.117673,,
606,0.75359,,,,,0.832874,,,0.501921,0.123924,,
606.02,0.755892,,,,,0.820043,,,0.509158,0.121292,,
606.04,0.760169,,,,,0.821359,,,0.511132,0.107804,,
606.06,0.752932,,,,,0.8082,,,0.497973,0.118331,,
606.08,0.755234,,,,,0.829255,,,0.51179,0.120634,,
606.1,0.755563,,,,,0.838795,,,0.508829,0.124253,,
606.12,0.75359,,,,,0.831558,,,0.520015,0.12524,,
606.14,0.745036,,,,,0.833531,,,0.506855,0.119647,,
606.16,0.762143,,,,,0.82761,,,0.512448,0.124911,,
606.18,0.748326,,,,,0.844388,,,0.514422,0.121621,,
606.2,0.754906,,,,,0.837808,,,0.514422,0.119318,,
606.22,0.742733,,,,,0.837479,,,0.521001,0.123595,,
606.24,0.75359,,,,,0.823991,,,0.512777,0.119976,,
606.26,0.751945,,,,,0.84044,,,0.521001,0.122937,,
606.28,0.755892,,,,,0.836821,,,0.51837,0.127872,,
606.3,0.752274,,,,,0.836821,,,0.516725,0.122279,,
606.32,0.746352,,,,,0.847349,,,0.519028,0.122279,,
606.34,0.743062,,,,,0.852283,,,0.511461,0.123266,,
606.36,0.751287,,,,,0.82103,,,0.520672,0.122608,,
606.38,0.745365,,,,,0.861824,,,0.516067,0.126556,,
606.4,0.756879,,,,,0.84373,,,0.502579,0.125569,,
606.42,0.754577,,,,,0.854915,,,0.517712,0.128858,,
606.44,0.752932,,,,,0.85327,,,0.525278,0.123595,,
606.46,0.76313,,,,,0.848336,,,0.525936,0.126227,,
606.48,0.758853,,,,,0.862811,,,0.519357,0.128858,,
606.5,0.75984,,,,,0.849651,,,0.525278,0.122608,,
606.52,0.762801,,,,,0.864784,,,0.512777,0.124911,,
606.54,0.758524,,,,,0.871364,,,0.511132,0.126556,,
606.56,0.756221,,,,,0.844388,,,0.52791,0.125898,,
606.58,0.760498,,,,,0.858205,,,0.526923,0.130503,,
606.6,0.764446,,,,,0.869719,,,0.520343,0.130174,,
606.62,0.75655,,,,,0.862811,,,0.525607,0.128858,,
606.64,0.753261,,,,,0.872351,,,0.533503,0.129845,,
606.66,0.738128,,,,,0.86939,,,0.519686,0.123595,,
606.68,0.75655,,,,,0.880904,,,0.522975,0.126556,,
606.7,0.750958,,,,,0.886497,,,0.529884,0.130174,,
606.72,0.752274,,,,,0.877615,,,0.525278,0.129845,,
606.74,0.756879,,,,,0.878602,,,0.5312,0.12853,,
606.76,0.754906,,,,,0.884852,,,0.529555,0.118002,,
606.78,0.756221,,,,,0.889129,,,0.53449,0.129516,,
606.8,0.754248,,,,,0.889787,,,0.529884,0.130174,,
606.82,0.758853,,,,,0.893735,,,0.532845,0.129845,,
606.84,0.748326,,,,,0.908868,,,0.533832,0.13149,,
606.86,0.754248,,,,,0.902946,,,0.534161,0.127872,,
606.88,0.754577,,,,,0.903275,,,0.536792,0.129516,,
606.9,0.751945,,,,,0.907223,,,0.529226,0.132477,,
606.92,0.758524,,,,,0.918737,,,0.528239,0.132148,,
606.94,0.751945,,,,,0.911171,,,0.532187,0.132148,,
606.96,0.74701,,,,,0.915118,,,0.539753,0.13149,,
606.98,0.758195,,,,,0.914789,,,0.537779,0.133135,,
607,0.746681,,,,,0.922027,,,0.535148,0.134451,,
607.02,0.749642,,,,,0.933541,,,0.530542,0.123266,,
607.04,0.748655,,,,,0.929593,,,0.541069,0.129516,,
607.06,0.754577,,,,,0.924001,,,0.539424,0.133464,,
607.08,0.751616,,,,,0.934857,,,0.540411,0.129516,,
607.1,0.752603,,,,,0.940779,,,0.537121,0.128858,,
607.12,0.768065,,,,,0.940779,,,0.536134,0.129516,,
607.14,0.751945,,,,,0.9467,,,0.545346,0.137412,,
607.16,0.758195,,,,,0.940121,,,0.540411,0.109449,,
607.18,0.758524,,,,,0.9467,,,0.532845,0.132477,,
607.2,0.754906,,,,,0.944068,,,0.54074,0.136096,,
607.22,0.753261,,,,,0.946371,,,0.54074,0.136425,,
607.24,0.749313,,,,,0.955583,,,0.547978,0.133793,,
607.26,0.747997,,,,,0.942424,,,0.547978,0.129845,,
607.28,0.758195,,,,,0.944068,,,0.546004,0.135438,,
607.3,0.75359,,,,,0.922027,,,0.55357,0.129845,,
607.32,0.757866,,,,,0.93058,,,0.549952,0.133135,,
607.34,0.745036,,,,,0.9467,,,0.54403,0.13807,,
607.36,0.754248,,,,,0.944397,,,0.54403,0.134122,,
607.38,0.752603,,,,,0.944397,,,0.544688,0.139057,,
607.4,0.757208,,,,,0.942424,,,0.557518,0.132806,,
607.42,0.755563,,,,,0.944397,,,0.554557,0.140044,,
607.44,0.759182,,,,,0.954267,,,0.55357,0.14136,,
607.46,0.742733,,,,,0.95657,,,0.548965,0.119647,,
607.48,0.758195,,,,,0.957886,,,0.552583,0.138399,,
607.5,0.753261,,,,,0.952622,,,0.560479,0.135109,,
607.52,0.749313,,,,,0.949003,,,0.555873,0.139715,,
607.54,0.760169,,,,,0.953938,,,0.551925,0.137412,,
607.56,0.76313,,,,,0.949661,,,0.555544,0.132148,,
607.58,0.751287,,,,,0.9467,,,0.55061,0.139057,,
607.6,0.74701,,,,,0.947687,,,0.555215,0.13807,,
607.62,0.749971,,,,,0.954596,,,0.556531,0.137412,,
607.64,0.75655,,,,,0.954596,,,0.552254,0.13807,,
607.66,0.76313,,,,,0.959201,,,0.568703,0.135438,,
607.68,0.763459,,,,,0.958215,,,0.560808,0.139057,,
607.7,0.748984,,,,,0.955912,,,0.565085,0.118989,,
607.72,0.75359,,,,,0.954925,,,0.560479,0.137083,,
607.74,0.744707,,,,,0.949661,,,0.562453,0.115699,,
607.76,0.750958,,,,,0.956241,,,0.561466,0.142676,,
607.78,0.754577,,,,,0.957228,,,0.561137,0.137083,,
607.8,0.759511,,,,,0.943081,,,0.566401,0.141031,,
607.82,0.732535,,,,,0.952622,,,0.560479,0.143005,,
607.84,0.764775,,,,,0.949332,,,0.570677,0.144649,,
607.86,0.750958,,,,,0.951964,,,0.566072,0.137741,,
607.88,0.762472,,,,,0.963149,,,0.562782,0.135767,,
607.9,0.761814,,,,,0.949003,,,0.56969,0.14136,,
607.92,0.750958,,,,,0.958215,,,0.568045,0.139057,,
607.94,0.759182,,,,,0.960846,,,0.575612,0.136754,,
607.96,0.751616,,,,,0.953938,,,0.570677,0.140044,,
607.98,0.757208,,,,,0.958543,,,0.571664,0.143663,,
608,0.751945,,,,,0.952293,,,0.570019,0.143005,,
608.02,0.764446,,,,,0.958872,,,0.565743,0.147939,,
608.04,0.752932,,,,,0.964794,,,0.55686,0.136096,,
608.06,0.75655,,,,,0.965452,,,0.576928,0.138399,,
608.08,0.756879,,,,,0.960188,,,0.575941,0.148926,,
608.1,0.758195,,,,,0.958215,,,0.56969,0.142018,,
608.12,0.747668,,,,,0.953609,,,0.57627,0.139386,,
608.14,0.751616,,,,,0.960846,,,0.577915,0.138399,,
608.16,0.751287,,,,,0.951306,,,0.573309,0.123266,,
608.18,0.757866,,,,,0.956899,,,0.573967,0.14136,,
608.2,0.756221,,,,,0.945713,,,0.574296,0.139057,,
608.22,0.757537,,,,,0.951964,,,0.577915,0.143663,,
608.24,0.76642,,,,,0.953609,,,0.581205,0.148268,,
608.26,0.759182,,,,,0.95657,,,0.577915,0.151229,,
608.28,0.7503,,,,,0.951306,,,0.57956,0.144978,,
608.3,0.753261,,,,,0.967755,,,0.578573,0.140044,,
608.32,0.767078,,,,,0.957228,,,0.57627,0.140373,,
608.34,0.756879,,,,,0.958543,,,0.582849,0.117673,,
608.36,0.755892,,,,,0.967755,,,0.580218,0.143663,,
608.38,0.757208,,,,,0.963807,,,0.589758,0.145965,,
608.4,0.752932,,,,,0.959859,,,0.587784,0.149255,,
608.42,0.768394,,,,,0.967426,,,0.588442,0.144978,,
608.44,0.753919,,,,,0.961504,,,0.582849,0.143334,,
608.46,0.760827,,,,,0.956241,,,0.589758,0.147939,,
608.48,0.75359,,,,,0.964465,,,0.584165,0.146623,,
608.5,0.764775,,,,,0.965123,,,0.577915,0.145636,,
608.52,0.759511,,,,,0.946371,,,0.582849,0.147939,,
608.54,0.752603,,,,,0.955912,,,0.589429,0.14761,,
608.56,0.753919,,,,,0.960846,,,0.589758,0.141689,,
608.58,0.753261,,,,,0.963807,,,0.586468,0.148926,,
608.6,0.7503,,,,,0.946371,,,0.587455,0.152874,,
608.62,0.760498,,,,,0.967097,,,0.589758,0.143663,,
608.64,0.755892,,,,,0.962491,,,0.590416,0.145965,,
608.66,0.764117,,,,,0.968084,,,0.593377,0.14761,,
608.68,0.766749,,,,,0.944726,,,0.595351,0.150242,,
608.7,0.751287,,,,,0.970716,,,0.596338,0.147939,,
608.72,0.75655,,,,,0.962491,,,0.599956,0.145965,,
608.74,0.75655,,,,,0.961504,,,0.594364,0.149913,,
608.76,0.7503,,,,,0.957557,,,0.596338,0.149255,,
608.78,0.757208,,,,,0.973019,,,0.596996,0.148597,,
608.8,0.737799,,,,,0.965452,,,0.602259,0.148597,,
608.82,0.762472,,,,,0.971374,,,0.595351,0.140044,,
608.84,0.741088,,,,,0.964465,,,0.605549,0.144649,,
608.86,0.758195,,,,,0.960517,,,0.600614,0.159783,,
608.88,0.760169,,,,,0.950319,,,0.606536,0.148268,,
608.9,0.756879,,,,,0.949661,,,0.603575,0.151887,,
608.92,0.761156,,,,,0.957886,,,0.599298,0.144649,,
608.94,0.765762,,,,,0.961504,,,0.606207,0.151887,,
608.96,0.767078,,,,,0.964136,,,0.61476,0.150242,,
608.98,0.753919,,,,,0.965781,,,0.609497,0.149584,,
609,0.7503,,,,,0.975321,,,0.60851,0.152874,,
609.02,0.761485,,,,,0.96611,,,0.609168,0.153861,,
609.04,0.755563,,,,,0.968413,,,0.610155,0.119976,,
609.06,0.754906,,,,,0.972361,,,0.609826,0.16044,,
609.08,0.762801,,,,,0.963807,,,0.608839,0.150242,,
609.1,0.757537,,,,,0.964794,,,0.603904,0.152545,,
609.12,0.759511,,,,,0.965123,,,0.613116,0.150571,,
609.14,0.75984,,,,,0.967426,,,0.614103,0.156493,,
609.16,0.75984,,,,,0.957557,,,0.617392,0.154848,,
609.18,0.754577,,,,,0.968413,,,0.621011,0.151229,,
609.2,0.759511,,,,,0.971045,,,0.61805,0.155177,,
609.22,0.757537,,,,,0.956899,,,0.624959,0.159783,,
609.24,0.757866,,,,,0.96282,,,0.614431,0.156164,,
609.26,0.770696,,,,,0.970387,,,0.61805,0.154519,,
609.28,0.745694,,,,,0.9694,,,0.620024,0.153532,,
609.3,0.762143,,,,,0.970716,,,0.624959,0.152216,,
609.32,0.755892,,,,,0.971374,,,0.620024,0.151229,,
609.34,0.761156,,,,,0.964794,,,0.626275,0.15419,,
609.36,0.765762,,,,,0.970387,,,0.627262,0.155835,,
609.38,0.764117,,,,,0.958872,,,0.623314,0.152874,,
609.4,0.759511,,,,,0.973677,,,0.630222,0.15748,,
609.42,0.75984,,,,,0.963478,,,0.623314,0.154519,,
609.44,0.758853,,,,,0.958215,,,0.623972,0.156493,,
609.46,0.761156,,,,,0.965452,,,0.62134,0.159125,,
609.48,0.755892,,,,,0.962491,,,0.631538,0.162743,,
609.5,0.758853,,,,,0.985191,,,0.642724,0.156164,,
609.52,0.755234,,,,,0.984204,,,0.634828,0.161098,,
609.54,0.76313,,,,,0.967426,,,0.632196,0.157151,,
609.56,0.751287,,,,,0.968084,,,0.627591,0.158138,,
609.58,0.759511,,,,,0.980585,,,0.628907,0.161098,,
